asset,reg_date,locked,lock_date,traded,trade_date,completed,complete_date,divisible,tokens_issued,tokens_destroyed,token_supply
PEPESEARCH,2017-07-26,1,2017-07-26,1,2017-07-27,1,2017-07-27,0,200.0,0.0,200.0
UKIYOEPEPE,2017-07-26,1,2017-07-26,1,2017-07-27,1,2017-07-27,0,278.0,0.0,278.0
HLYPEPANCAKE,2017-07-26,1,2017-07-26,1,2017-07-27,1,2017-07-27,0,500.0,0.0,500.0
PEPECHAIRMAN,2017-07-07,1,2017-07-07,1,2017-07-28,1,2017-07-28,0,777.0,0.0,777.0
PEPETERSON,2017-07-08,1,2017-07-08,1,2017-07-28,1,2017-07-28,0,1962.0,0.0,1962.0
SANPOPEPE,2017-07-09,1,2017-07-09,1,2017-07-28,1,2017-07-28,0,100.0,0.0,100.0
PEPEGROUNDS,2017-07-19,1,2017-07-24,1,2017-07-28,1,2017-07-28,0,500.0,0.0,500.0
PEPEKARMA,2017-07-25,1,2017-07-25,1,2017-07-28,1,2017-07-28,0,404.0,0.0,404.0
PEPESACE,2017-07-26,1,2017-07-27,1,2017-07-28,1,2017-07-28,0,111.0,0.0,111.0
SZECHUANPEPE,2017-07-26,1,2017-07-26,1,2017-07-28,1,2017-07-28,0,1001.0,901.0,100.0
KANDINSKYPEP,2017-07-26,1,2017-07-27,1,2017-07-28,1,2017-07-28,0,150.0,0.0,150.0
PEPEHARU,2017-07-26,1,2017-07-27,1,2017-07-28,1,2017-07-28,0,100.0,0.0,100.0
POKERPEPE,2017-07-27,1,2017-07-27,1,2017-07-28,1,2017-07-28,0,100.0,0.0,100.0
KIGURUMIPEPE,2017-07-27,1,2017-07-27,1,2017-07-28,1,2017-07-28,0,300.0,0.0,300.0
MCDUMPING,2017-07-21,1,2017-07-23,1,2017-07-29,1,2017-07-29,0,500.0,0.0,500.0
PLAYBOYPEPE,2017-07-26,1,2017-07-26,1,2017-07-29,1,2017-07-29,0,153.0,0.0,153.0
PEPESPINNER,2017-07-28,1,2017-07-28,1,2017-07-29,1,2017-07-29,0,100.0,0.0,100.0
PEPEPHARAON,2017-07-24,1,2017-07-27,1,2017-07-30,1,2017-07-30,0,500.0,0.0,500.0
PEPECONTRACT,2017-07-25,1,2017-07-25,1,2017-07-30,1,2017-07-30,0,404.0,0.0,404.0
PEPEWHITE,2017-07-26,1,2017-07-27,1,2017-07-30,1,2017-07-30,0,375.0,0.0,375.0
PEPETHUR,2017-07-27,1,2017-07-27,1,2017-07-30,1,2017-07-30,0,120.0,0.0,120.0
PEPEAKI,2017-07-27,1,2017-07-28,1,2017-07-30,1,2017-07-30,0,100.0,0.0,100.0
PEPEKAPARKER,2017-07-28,1,2017-07-28,1,2017-07-30,1,2017-07-30,0,300.0,0.0,300.0
DRAGONKEK,2017-07-28,1,2017-07-28,1,2017-07-30,1,2017-07-30,0,309.0,0.0,309.0
TUPACPEP,2017-07-26,1,2017-07-26,1,2017-07-31,1,2017-07-31,0,300.0,0.0,300.0
PEPEHOMER,2017-07-08,1,2017-07-08,1,2017-08-01,1,2017-08-01,0,327.0,0.0,327.0
SOJOURNPEPE,2017-07-27,1,2017-07-27,1,2017-08-01,1,2017-08-01,0,200.0,0.0,200.0
LEENABG,2017-03-14,1,2017-03-14,1,2017-08-03,1,2017-08-03,0,500.0,0.0,500.0
HAIKUPEPE,2017-05-15,1,2017-05-16,1,2017-08-03,1,2017-08-03,0,181.0,0.0,181.0
EXKEKUTIONER,2017-07-08,1,2017-07-08,1,2017-08-03,1,2017-08-03,0,124.0,0.0,124.0
JOJOXPEPE,2017-07-08,1,2017-07-08,1,2017-08-03,1,2017-08-03,0,300.0,0.0,300.0
XCHAINPEPE,2017-07-24,1,2017-08-02,1,2017-08-03,1,2017-08-03,0,1000.0,0.0,1000.0
PEPEPOLLOCK,2017-07-08,1,2017-07-08,1,2017-08-06,1,2017-08-06,0,444.0,0.0,444.0
EHARDFORK,2017-06-21,1,2017-06-21,1,2017-08-08,1,2017-08-08,0,100.0,0.0,100.0
CODEISLAW,2017-07-02,1,2017-07-02,1,2017-08-08,1,2017-08-08,0,100.0,0.0,100.0
BULLBEAR,2017-07-06,1,2017-07-06,1,2017-08-08,1,2017-08-08,0,200.0,0.0,200.0
SINGULARDTV,2017-07-06,1,2017-07-19,1,2017-08-08,1,2017-08-08,0,200.0,0.0,200.0
CIVICCARD,2017-07-19,1,2017-07-19,1,2017-08-08,1,2017-08-08,0,111.0,0.0,111.0
GNOSISWOMAN,2017-07-22,1,2017-07-22,1,2017-08-08,1,2017-08-08,0,100.0,0.0,100.0
CCLOVERSETH,2017-07-23,1,2017-07-23,1,2017-08-08,1,2017-08-08,0,720.0,0.0,720.0
DECENTRAPEPE,2017-07-24,1,2017-07-24,1,2017-08-08,1,2017-08-08,0,100.0,0.0,100.0
ININCHAN,2017-07-27,1,2017-07-27,1,2017-08-08,1,2017-08-08,1,500.0,0.0,500.0
BTCVIPCARD,2017-08-03,1,2017-08-03,1,2017-08-08,1,2017-08-08,0,777.0,0.0,777.0
WARAGONCARD,2017-08-04,1,2017-08-04,1,2017-08-08,1,2017-08-08,0,200.0,0.0,200.0
DARKCOINGIRL,2017-08-04,1,2017-08-04,1,2017-08-08,1,2017-08-08,0,2400.0,0.0,2400.0
PENISIMOON,2017-08-04,1,2017-08-04,1,2017-08-08,1,2017-08-08,0,500.0,0.0,500.0
NOMONA,2017-08-05,1,2017-08-05,1,2017-08-08,1,2017-08-08,0,1818.0,0.0,1818.0
XAORANGERG,2017-08-05,1,2017-08-05,1,2017-08-08,1,2017-08-08,0,150.0,0.0,150.0
CCLOVERSNEM,2017-08-05,1,2017-08-05,1,2017-08-08,1,2017-08-08,0,899.0,0.0,899.0
BLACKSMITHS,2017-08-07,1,2017-08-07,1,2017-08-08,1,2017-08-08,0,200.0,0.0,200.0
BABERUTHJR,2017-08-07,1,2017-08-08,1,2017-08-08,1,2017-08-08,0,45.0,0.0,45.0
XRPTATTOO,2017-08-08,1,2017-08-08,1,2017-08-08,1,2017-08-08,0,300.0,200.0,100.0
IDOLRIPPLEA,2017-07-20,1,2017-07-20,1,2017-08-09,1,2017-08-09,0,1500.0,0.0,1500.0
CCGALLONE,2017-07-26,1,2017-07-26,1,2017-08-09,1,2017-08-09,0,700.0,0.0,700.0
DICKBUTTS,2017-08-03,1,2017-08-03,1,2017-08-09,1,2017-08-09,0,500.0,0.0,500.0
NEMBAACHAN,2017-06-04,1,2017-06-10,1,2017-08-10,1,2017-08-10,0,555.0,0.0,555.0
MONABAACHAN,2017-06-04,1,2017-06-10,1,2017-08-10,1,2017-08-10,0,555.0,0.0,555.0
PEPEMEGAMAN,2017-07-16,1,2017-07-16,1,2017-08-10,1,2017-08-10,0,450.0,0.0,450.0
LIZZFACEPEPE,2017-04-21,1,2017-07-25,1,2017-08-11,1,2017-08-11,0,100.0,0.0,100.0
CRYPTOHOLIC,2017-04-22,1,2017-04-22,1,2017-08-11,1,2017-08-11,0,100.0,0.0,100.0
SELFGOX,2017-06-28,1,2017-07-06,1,2017-08-11,1,2017-08-11,0,200.0,0.0,200.0
EATSUSHI,2017-07-06,1,2017-07-20,1,2017-08-11,1,2017-08-11,0,200.0,0.0,200.0
GOHATTO,2017-07-19,1,2017-07-19,1,2017-08-11,1,2017-08-11,0,200.0,0.0,200.0
GAMESTART,2017-07-22,1,2017-07-22,1,2017-08-11,1,2017-08-11,0,100.0,0.0,100.0
MGOINVADER,2017-07-22,1,2017-07-22,1,2017-08-11,1,2017-08-11,0,100.0,0.0,100.0
WILLSPLIT,2017-08-06,1,2017-08-06,1,2017-08-11,1,2017-08-11,0,200.0,0.0,200.0
JBWS,2017-08-06,1,2017-08-07,1,2017-08-11,1,2017-08-11,0,200.0,0.0,200.0
TANUKJ,2017-08-06,1,2017-08-07,1,2017-08-11,1,2017-08-11,0,100.0,0.0,100.0
BTCFORK,2017-08-07,1,2017-08-07,1,2017-08-11,1,2017-08-11,0,100.0,0.0,100.0
PENISQUIRREL,2017-08-08,1,2017-08-08,1,2017-08-11,1,2017-08-11,0,100.0,0.0,100.0
DAVIDSNOSE,2017-08-09,1,2017-08-09,1,2017-08-11,1,2017-08-11,0,500.0,2.0,498.0
TAKABCOIN,2017-08-09,1,2017-08-09,1,2017-08-11,1,2017-08-11,0,300.0,0.0,300.0
BITCOINERS,2017-08-10,1,2017-08-10,1,2017-08-11,1,2017-08-11,0,300.0,0.0,300.0
PEENARCH,2017-08-10,1,2017-08-11,1,2017-08-11,1,2017-08-11,0,100.0,0.0,100.0
PEPESWORD,2017-07-03,1,2017-07-06,1,2017-08-12,1,2017-08-12,0,100.0,0.0,100.0
PEPESAMSON,2017-07-05,1,2017-07-06,1,2017-08-12,1,2017-08-12,0,100.0,0.0,100.0
PEPEWATCH,2017-07-08,1,2017-07-08,1,2017-08-12,1,2017-08-12,0,350.0,0.0,350.0
PEPESCOOBY,2017-07-10,1,2017-07-24,1,2017-08-12,1,2017-08-12,0,347.0,0.0,347.0
PEPEICHIGO,2017-07-16,1,2017-07-16,1,2017-08-12,1,2017-08-12,0,400.0,0.0,400.0
MONAPLATINUM,2017-07-19,1,2017-07-19,1,2017-08-12,1,2017-08-12,0,1512.0,0.0,1512.0
LILMERMAID,2017-07-26,1,2017-07-26,1,2017-08-12,1,2017-08-12,0,450.0,0.0,450.0
OAHF,2017-08-06,1,2017-08-06,1,2017-08-13,1,2017-08-13,0,300.0,0.0,300.0
SBITCOINER,2017-08-07,1,2017-08-08,1,2017-08-13,1,2017-08-13,0,100.0,0.0,100.0
PAPERJPEEN,2017-08-12,1,2017-08-12,1,2017-08-13,1,2017-08-13,0,500.0,0.0,500.0
NYANPEEN,2017-08-07,1,2017-08-07,1,2017-08-14,1,2017-08-14,0,250.0,0.0,250.0
MOBYDICK,2017-08-13,1,2017-08-13,1,2017-08-14,1,2017-08-14,0,100.0,0.0,100.0
CLIFFORDPEPE,2017-07-26,1,2017-07-26,1,2017-08-15,1,2017-08-15,0,472.0,0.0,472.0
BACKTOPEPE,2017-07-27,1,2017-07-28,1,2017-08-15,1,2017-08-15,0,2000.0,1850.0,150.0
PEPEDROID,2017-08-02,1,2017-08-03,1,2017-08-15,1,2017-08-15,0,150.0,0.0,150.0
PEPERECALL,2017-08-04,1,2017-08-06,1,2017-08-15,1,2017-08-15,0,200.0,0.0,200.0
CEETHREEPEPE,2017-08-06,1,2017-08-06,1,2017-08-15,1,2017-08-15,0,1000.0,0.0,1000.0
PEPEJEANS,2017-08-08,1,2017-08-08,1,2017-08-15,1,2017-08-15,0,500.0,0.0,500.0
PEPFICTION,2017-07-27,1,2017-07-28,1,2017-08-16,1,2017-08-16,0,100.0,0.0,100.0
PEPEHAND,2017-07-29,1,2017-07-29,1,2017-08-16,1,2017-08-16,0,100.0,0.0,100.0
TOBIASPEPE,2017-08-02,1,2017-08-14,1,2017-08-16,1,2017-08-16,0,300.0,0.0,300.0
SPEEDPEPE,2017-08-10,1,2017-08-10,1,2017-08-16,1,2017-08-16,0,100.0,0.0,100.0
PEPEOLDTRADE,2017-08-14,1,2017-08-14,1,2017-08-16,1,2017-08-16,0,100.0,0.0,100.0
PEPEON,2017-08-14,1,2017-08-14,1,2017-08-16,1,2017-08-16,0,100.0,0.0,100.0
RPBANHAMMER,2017-03-03,1,2017-03-03,1,2017-08-17,1,2017-08-17,0,177.0,0.0,177.0
PEPEHUNTER,2017-07-05,1,2017-07-08,1,2017-08-17,1,2017-08-17,0,300.0,0.0,300.0
ENTERTHEPEPE,2017-07-22,1,2017-07-22,1,2017-08-17,1,2017-08-17,0,100.0,0.0,100.0
CCGBTCONE,2017-07-26,1,2017-07-26,1,2017-08-17,1,2017-08-17,0,300.0,0.0,300.0
PEPEZEUS,2017-07-27,1,2017-07-27,1,2017-08-17,1,2017-08-17,0,111.0,0.0,111.0
PEPOLLO,2017-07-28,1,2017-08-06,1,2017-08-17,1,2017-08-17,0,100.0,0.0,100.0
DARKSIDEPEPE,2017-07-28,1,2017-08-14,1,2017-08-17,1,2017-08-17,0,100.0,0.0,100.0
PEPEPORTRAIT,2017-07-31,1,2017-08-14,1,2017-08-17,1,2017-08-17,0,132.0,0.0,132.0
PEPEDJ,2017-08-14,1,2017-08-14,1,2017-08-17,1,2017-08-17,0,100.0,0.0,100.0
PEPESAKURA,2017-08-14,1,2017-08-14,1,2017-08-17,1,2017-08-17,0,120.0,0.0,120.0
PEPEANDSON,2017-08-14,1,2017-08-16,1,2017-08-17,1,2017-08-17,0,132.0,0.0,132.0
PEPEFRACTAL,2017-08-15,1,2017-08-15,1,2017-08-17,1,2017-08-17,0,300.0,0.0,300.0
CUBISTPEPE,2017-08-15,1,2017-08-15,1,2017-08-17,1,2017-08-17,0,150.0,0.0,150.0
PEPEFMYLIFE,2017-08-17,1,2017-08-17,1,2017-08-17,1,2017-08-17,0,2000.0,0.0,2000.0
MYFIRSTPEPE,2017-07-30,1,2017-08-16,1,2017-08-18,1,2017-08-18,0,141.0,0.0,141.0
WHOAPEPE,2017-08-03,1,2017-08-03,1,2017-08-18,1,2017-08-18,0,100.0,0.0,100.0
STANPEPEE,2017-08-03,1,2017-08-06,1,2017-08-18,1,2017-08-18,0,100.0,0.0,100.0
MATSURIPEPE,2017-08-14,1,2017-08-14,1,2017-08-18,1,2017-08-18,0,100.0,0.0,100.0
THEPEPENATOR,2017-08-15,1,2017-08-17,1,2017-08-18,1,2017-08-18,0,300.0,0.0,300.0
RUBIXPEPE,2017-08-16,1,2017-08-16,1,2017-08-18,1,2017-08-18,0,1000.0,0.0,1000.0
PEPEFUYU,2017-07-27,1,2017-07-28,1,2017-08-19,1,2017-08-19,0,100.0,0.0,100.0
TETSUWANPEPE,2017-07-27,1,2017-07-27,1,2017-08-19,1,2017-08-19,0,100.0,0.0,100.0
PEPEVANEYCK,2017-07-28,1,2017-07-28,1,2017-08-19,1,2017-08-19,0,234.0,0.0,234.0
PEPESUMMER,2017-08-14,1,2017-08-14,1,2017-08-19,1,2017-08-19,0,200.0,0.0,200.0
PEPEA,2017-08-14,1,2017-08-14,1,2017-08-19,1,2017-08-19,0,2222.0,0.0,2222.0
VAULTBOYPEPE,2017-08-15,1,2017-08-15,1,2017-08-19,1,2017-08-19,0,100.0,0.0,100.0
PEPESPLANET,2017-08-15,1,2017-08-15,1,2017-08-19,1,2017-08-19,0,100.0,0.0,100.0
PEPEOLDCASH,2017-08-17,1,2017-08-17,1,2017-08-19,1,2017-08-19,0,100.0,0.0,100.0
YAMAPEPE,2017-07-28,1,2017-07-28,1,2017-08-20,1,2017-08-20,0,100.0,0.0,100.0
VITALTHICC,2017-08-12,1,2017-08-19,1,2017-08-20,1,2017-08-20,0,500.0,0.0,500.0
PEENOCCHIO,2017-08-15,1,2017-08-15,1,2017-08-20,1,2017-08-20,0,250.0,0.0,250.0
NURSEPEPE,2017-08-17,1,2017-08-17,1,2017-08-20,1,2017-08-20,0,1000.0,0.0,1000.0
FEATHERSPEPE,2017-08-18,1,2017-08-18,1,2017-08-20,1,2017-08-20,0,300.0,0.0,300.0
PEPEGOKU,2017-07-16,1,2017-07-16,1,2017-08-21,1,2017-08-21,0,300.0,0.0,300.0
SMELLPEPE,2017-08-09,1,2017-08-12,1,2017-08-21,1,2017-08-21,0,100.0,0.0,100.0
VEGANPEPE,2017-08-17,1,2017-08-17,1,2017-08-21,1,2017-08-21,0,342.0,0.0,342.0
PEPEHOLOGRAM,2017-08-19,1,2017-08-19,1,2017-08-21,1,2017-08-21,0,101.0,0.0,101.0
WHORECRUX,2017-08-20,1,2017-08-20,1,2017-08-21,1,2017-08-21,0,100.0,0.0,100.0
CREMAPEPE,2017-08-21,1,2017-08-21,1,2017-08-22,1,2017-08-22,0,100.0,0.0,100.0
PEPETONE,2017-03-30,1,2017-04-01,1,2017-08-23,1,2017-08-23,0,1000.0,0.0,1000.0
SCREAMPEPE,2017-08-15,1,2017-08-15,1,2017-08-23,1,2017-08-23,0,100.0,0.0,100.0
PEPEMOM,2017-08-15,1,2017-08-15,1,2017-08-23,1,2017-08-23,0,100.0,0.0,100.0
WWFPEPE,2017-08-19,1,2017-08-19,1,2017-08-23,1,2017-08-23,0,222.0,0.0,222.0
TITANICPEPE,2017-08-19,1,2017-08-19,1,2017-08-23,1,2017-08-23,0,278.0,0.0,278.0
HAPPYRAINY,2017-08-19,1,2017-08-19,1,2017-08-23,1,2017-08-23,0,100.0,0.0,100.0
KUMADORIPEPE,2017-08-20,1,2017-08-20,1,2017-08-23,1,2017-08-23,0,222.0,0.0,222.0
PEPEVANHALEN,2017-08-15,1,2017-08-15,1,2017-08-24,1,2017-08-24,0,500.0,350.0,150.0
FTERTHERAIN,2017-08-17,1,2017-08-17,1,2017-08-24,1,2017-08-24,0,333.0,0.0,333.0
BEATLESPEPE,2017-08-18,1,2017-08-19,1,2017-08-24,1,2017-08-24,0,200.0,0.0,200.0
SWAROPEPE,2017-08-19,1,2017-08-19,1,2017-08-24,1,2017-08-24,0,300.0,0.0,300.0
BATTLEPEPE,2017-08-19,1,2017-08-19,1,2017-08-24,1,2017-08-24,0,500.0,0.0,500.0
DEUSEXPEPE,2017-08-15,1,2017-08-15,1,2017-08-25,1,2017-08-25,0,111.0,0.0,111.0
FUJINPEPE,2017-08-17,1,2017-08-17,1,2017-08-25,1,2017-08-25,0,150.0,0.0,150.0
THEKINGPEPE,2017-08-24,1,2017-08-24,1,2017-08-25,1,2017-08-25,0,200.0,0.0,200.0
PEPEJORN,2017-07-30,1,2017-08-19,1,2017-08-26,1,2017-08-26,0,120.0,0.0,120.0
PEPEAMAZING,2017-07-30,1,2017-08-01,1,2017-08-27,1,2017-08-27,0,500.0,0.0,500.0
GIPEPE,2017-08-12,1,2017-08-14,1,2017-08-27,1,2017-08-27,0,100.0,0.0,100.0
PEPEAIRLINES,2017-08-14,1,2017-08-14,1,2017-08-27,1,2017-08-27,0,500.0,0.0,500.0
PEPEBOW,2017-08-14,1,2017-08-15,1,2017-08-27,1,2017-08-27,0,360.0,0.0,360.0
PEPEJOKER,2017-08-14,1,2017-08-14,1,2017-08-27,1,2017-08-27,0,1650.0,0.0,1650.0
SAILMOONPEPE,2017-08-17,1,2017-08-17,1,2017-08-27,1,2017-08-27,0,132.0,0.0,132.0
HUMBLEPEPE,2017-08-18,1,2017-08-18,1,2017-08-27,1,2017-08-27,0,100.0,0.0,100.0
SENJUPEPE,2017-08-19,1,2017-08-19,1,2017-08-27,1,2017-08-27,0,150.0,0.0,150.0
RAREAPPLE,2017-08-19,1,2017-08-23,1,2017-08-27,1,2017-08-27,0,100.0,0.0,100.0
ROTATINGPEPE,2017-08-23,1,2017-08-23,1,2017-08-27,1,2017-08-27,0,300.0,0.0,300.0
ORTRAILPEPE,2017-08-26,1,2017-08-26,1,2017-08-27,1,2017-08-27,0,150.0,0.0,150.0
SODAPEPENSKI,2017-03-09,1,2017-08-25,1,2017-08-28,1,2017-08-28,0,888.0,0.0,888.0
UNCLEPEPESAM,2017-03-28,1,2017-03-29,1,2017-08-28,1,2017-08-28,0,123.0,0.0,123.0
RINGOFPEPE,2017-06-17,1,2017-07-09,1,2017-08-28,1,2017-08-28,0,100.0,0.0,100.0
PAWNTHELAMBO,2017-07-19,1,2017-08-16,1,2017-08-28,1,2017-08-28,0,100.0,0.0,100.0
PEPERAILWAYS,2017-08-15,1,2017-08-15,1,2017-08-28,1,2017-08-28,0,500.0,0.0,500.0
FULMETALPEPE,2017-08-16,1,2017-08-17,1,2017-08-28,1,2017-08-28,0,650.0,0.0,650.0
CLAYPEPE,2017-08-23,1,2017-08-23,1,2017-08-28,1,2017-08-28,0,100.0,0.0,100.0
RONINKEK,2017-08-23,1,2017-08-27,1,2017-08-28,1,2017-08-28,0,310.0,0.0,310.0
PEPESHIELD,2017-07-22,1,2017-07-24,1,2017-08-29,1,2017-08-29,0,420.0,0.0,420.0
PEPESTAFF,2017-07-23,1,2017-07-24,1,2017-08-29,1,2017-08-29,0,340.0,0.0,340.0
PEPELCHTNSTN,2017-07-23,1,2017-07-23,1,2017-08-29,1,2017-08-29,0,275.0,0.0,275.0
PEPEARTHUR,2017-07-26,1,2017-07-26,1,2017-08-29,1,2017-08-29,0,426.0,0.0,426.0
PEPESAILORV,2017-07-27,1,2017-07-27,1,2017-08-29,1,2017-08-29,0,500.0,0.0,500.0
NOHPEPE,2017-08-01,1,2017-08-01,1,2017-08-29,1,2017-08-29,0,181.0,0.0,181.0
BERLINPEPE,2017-08-15,1,2017-08-15,1,2017-08-29,1,2017-08-29,0,100.0,0.0,100.0
FAIRYODDPEPE,2017-08-15,1,2017-08-15,1,2017-08-29,1,2017-08-29,0,369.0,0.0,369.0
FINNPEPE,2017-08-15,1,2017-08-15,1,2017-08-29,1,2017-08-29,0,293.0,0.0,293.0
PEPEASTROBOY,2017-08-17,1,2017-08-17,1,2017-08-29,1,2017-08-29,0,300.0,0.0,300.0
YANAGINIPEPE,2017-08-20,1,2017-08-20,1,2017-08-29,1,2017-08-29,0,100.0,0.0,100.0
PEPESIGNGUY,2017-08-21,1,2017-08-21,1,2017-08-29,1,2017-08-29,0,411.0,0.0,411.0
PEPEDOL,2017-08-22,1,2017-08-27,1,2017-08-29,1,2017-08-29,0,200.0,0.0,200.0
YUGUREPEPE,2017-08-23,1,2017-08-27,1,2017-08-29,1,2017-08-29,0,100.0,0.0,100.0
MYSTERYPEPE,2017-08-25,1,2017-08-25,1,2017-08-29,1,2017-08-29,0,1111.0,0.0,1111.0
PEPEGRAM,2017-08-25,1,2017-08-25,1,2017-08-29,1,2017-08-29,0,234.0,0.0,234.0
VIKINGSPEPE,2017-08-25,1,2017-08-25,1,2017-08-29,1,2017-08-29,0,100.0,0.0,100.0
ENDRACISMPE,2017-08-26,1,2017-08-26,1,2017-08-29,1,2017-08-29,0,100.0,0.0,100.0
PEPEINSIDE,2017-08-27,1,2017-08-27,1,2017-08-29,1,2017-08-29,0,100.0,0.0,100.0
PEPEFAMOUS,2017-07-26,1,2017-07-28,1,2017-08-30,1,2017-08-30,0,100.0,0.0,100.0
WEEDTIME,2017-08-23,1,2017-08-23,1,2017-08-30,1,2017-08-30,0,420.0,0.0,420.0
PEPEPEARL,2017-08-27,1,2017-08-27,1,2017-08-30,1,2017-08-30,0,100.0,0.0,100.0
ROGUEMECH,2017-05-01,1,2017-07-12,1,2017-08-31,1,2017-08-31,0,1200.0,0.0,1200.0
PEPEAGYO,2017-08-22,1,2017-08-23,1,2017-08-31,1,2017-08-31,0,200.0,0.0,200.0
PACPEP,2017-08-23,1,2017-08-23,1,2017-08-31,1,2017-08-31,0,333.0,0.0,333.0
QQPEPE,2017-08-26,1,2017-08-26,1,2017-08-31,1,2017-08-31,0,3000.0,0.0,3000.0
PEPEBUSTER,2017-03-30,1,2017-05-06,1,2017-09-01,1,2017-09-01,0,1000.0,0.0,1000.0
PEPECOURAGE,2017-08-15,1,2017-08-15,1,2017-09-01,1,2017-09-01,0,100.0,0.0,100.0
PEPENSTEIN,2017-08-21,1,2017-08-21,1,2017-09-01,1,2017-09-01,0,623.0,0.0,623.0
KUNGFUPEPE,2017-08-24,1,2017-08-24,1,2017-09-01,1,2017-09-01,0,100.0,0.0,100.0
PEPEANDROID,2017-08-28,1,2017-08-29,1,2017-09-01,1,2017-09-01,0,100.0,0.0,100.0
UMENIPEPE,2017-08-31,1,2017-08-31,1,2017-09-01,1,2017-09-01,0,100.0,0.0,100.0
MINDPEPEHOFF,2017-08-31,1,2017-08-31,1,2017-09-02,1,2017-09-02,0,256.0,0.0,256.0
FLATEARTH,2017-08-18,1,2017-08-30,1,2017-09-03,1,2017-09-03,0,103.0,0.0,103.0
PEPEJUICE,2017-08-31,1,2017-08-31,1,2017-09-03,1,2017-09-03,0,1111.0,0.0,1111.0
THEMESSENGER,2017-04-27,1,2017-04-27,1,2017-09-04,1,2017-09-04,0,800.0,0.0,800.0
PEPEZONCARD,2017-07-27,1,2017-07-28,1,2017-09-04,1,2017-09-04,0,200.0,0.0,200.0
RAINYPEPE,2017-08-03,1,2017-08-04,1,2017-09-04,1,2017-09-04,0,200.0,0.0,200.0
PEPEMANTIS,2017-08-18,1,2017-08-19,1,2017-09-04,1,2017-09-04,0,100.0,0.0,100.0
RAIJINPEPE,2017-08-19,1,2017-08-19,1,2017-09-04,1,2017-09-04,0,150.0,0.0,150.0
PEPESAX,2017-08-29,1,2017-08-29,1,2017-09-04,1,2017-09-04,0,150.0,0.0,150.0
PEPEUNGYO,2017-08-29,1,2017-08-29,1,2017-09-04,1,2017-09-04,0,200.0,0.0,200.0
MRSTAYPEPT,2017-08-29,1,2017-08-29,1,2017-09-04,1,2017-09-04,0,100.0,0.0,100.0
PEPEIMPOSER,2017-08-31,1,2017-08-31,1,2017-09-04,1,2017-09-04,0,100.0,0.0,100.0
GAMESOFTRUMP,2017-08-31,1,2017-09-01,1,2017-09-04,1,2017-09-04,0,1717.0,1000.0,717.0
PEPELIKE,2017-09-01,1,2017-09-01,1,2017-09-04,1,2017-09-04,0,1000.0,0.0,1000.0
FLOWERPEPE,2017-09-01,1,2017-09-01,1,2017-09-04,1,2017-09-04,0,200.0,0.0,200.0
MIZUKIBG,2017-03-14,1,2017-03-14,1,2017-09-05,1,2017-09-05,0,500.0,0.0,500.0
FACTOMCD,2017-04-27,1,2017-04-27,1,2017-09-05,1,2017-09-05,0,2000.0,0.0,2000.0
BLINGBLING,2017-07-26,1,2017-08-24,1,2017-09-05,1,2017-09-05,0,100.0,0.0,100.0
RAMBOPEPE,2017-08-26,1,2017-08-26,1,2017-09-05,1,2017-09-05,0,200.0,105.0,95.0
FILEONPEPE,2017-08-27,1,2017-08-27,1,2017-09-05,1,2017-09-05,0,111.0,0.0,111.0
NAMIDAPEPE,2017-08-28,1,2017-08-28,1,2017-09-05,1,2017-09-05,0,100.0,0.0,100.0
DRUNKENPEPE,2017-09-01,1,2017-09-01,1,2017-09-05,1,2017-09-05,0,100.0,0.0,100.0
PEPAPINUP,2017-09-02,1,2017-09-02,1,2017-09-05,1,2017-09-05,0,150.0,0.0,150.0
MUSHROOMSIMP,2017-04-27,1,2017-04-27,1,2017-09-06,1,2017-09-06,0,2000.0,0.0,2000.0
DEGENERPEPE,2017-08-15,1,2017-08-17,1,2017-09-06,1,2017-09-06,0,100.0,0.0,100.0
PEPECINDERS,2017-08-19,1,2017-08-26,1,2017-09-06,1,2017-09-06,0,120.0,0.0,120.0
DAPHNIAPEPE,2017-08-27,1,2017-08-27,1,2017-09-06,1,2017-09-06,0,100.0,0.0,100.0
WARHOLPEEN,2017-08-31,1,2017-08-31,1,2017-09-07,1,2017-09-07,0,500.0,0.0,500.0
PEKMAN,2017-09-02,1,2017-09-02,1,2017-09-07,1,2017-09-07,0,111.0,0.0,111.0
PEPEKNIEVEL,2017-09-03,1,2017-09-03,1,2017-09-07,1,2017-09-07,0,1500.0,0.0,1500.0
PEPEPET,2017-09-03,1,2017-09-03,1,2017-09-07,1,2017-09-07,0,150.0,0.0,150.0
CUPIDPEPE,2017-09-03,1,2017-09-03,1,2017-09-07,1,2017-09-07,0,100.0,0.0,100.0
PEPEFICRIM,2017-09-05,1,2017-09-05,1,2017-09-07,1,2017-09-07,0,100.0,0.0,100.0
SAKURANIPEPE,2017-09-05,1,2017-09-05,1,2017-09-07,1,2017-09-07,0,100.0,0.0,100.0
FGTNWASTELND,2017-05-01,1,2017-07-12,1,2017-09-08,1,2017-09-08,0,2000.0,0.0,2000.0
GLUTTONYPEPE,2017-08-19,1,2017-08-26,1,2017-09-08,1,2017-09-08,0,120.0,0.0,120.0
PEPEDUCK,2017-08-24,1,2017-08-25,1,2017-09-08,1,2017-09-08,0,300.0,0.0,300.0
