asset,reg_date,locked,lock_date,traded,trade_date,completed,complete_date,divisible,tokens_issued,tokens_destroyed,token_supply
JPJA,2014-06-22,1,2014-06-22,1,2014-06-27,1,2014-06-27,0,100.0,0.0,100.0
FORMICACOIN,2014-07-17,1,2014-07-17,1,2014-07-29,1,2014-07-29,1,1000.0,0.0,1000.0
BEEP,2014-07-07,1,2014-08-05,1,2014-08-02,1,2014-08-05,1,1000.0,0.0,1000.0
BOOKBAG,2014-08-06,1,2014-08-07,1,2014-09-12,1,2014-09-12,0,2000.0,0.0,2000.0
EARLY,2014-07-15,1,2014-09-17,1,2014-09-19,1,2014-09-19,0,2401.0,0.0,2401.0
THEDEVSTAR,2014-11-10,1,2014-11-17,1,2014-11-17,1,2014-11-17,1,1.0,0.0,1.0
SJCXCARD,2015-06-01,1,2015-06-09,1,2015-06-05,1,2015-06-09,0,1000.0,0.0,1000.0
GEMZCARD,2015-06-02,1,2015-06-09,1,2015-06-10,1,2015-06-10,1,1000.0,0.0,1000.0
FDCARD,2015-03-11,1,2015-06-15,1,2015-04-06,1,2015-06-15,1,300.0,0.0,300.0
XCPCARD,2015-06-25,1,2015-07-10,1,2015-07-09,1,2015-07-10,0,1000.0,0.0,1000.0
SWARMCD,2015-07-06,1,2015-07-10,1,2015-07-10,1,2015-07-10,1,1000.0,0.0,1000.0
ETHEREUMCARD,2015-06-25,1,2015-07-15,1,2015-07-15,1,2015-07-15,1,1000.0,0.0,1000.0
ONETHOUSAND,2015-06-09,1,2015-06-09,1,2015-07-23,1,2015-07-23,1,1000.0,0.0,1000.0
SHAPESHIFTCD,2015-06-25,1,2015-07-30,1,2015-08-12,1,2015-08-12,1,1000.0,0.0,1000.0
SATOSHICARD,2015-06-25,1,2015-07-17,1,2015-08-13,1,2015-08-13,1,1000.0,0.0,1000.0
CLEFCARD,2015-06-25,1,2015-07-31,1,2015-08-15,1,2015-08-15,1,1000.0,0.0,1000.0
XRPCARD,2015-09-10,1,2015-09-10,1,2015-09-10,1,2015-09-10,1,500.0,0.0,500.0
ETHXCPCARD,2015-09-20,1,2015-09-23,1,2015-09-22,1,2015-09-23,0,1000.0,0.0,1000.0
RIPPLECARD,2015-07-05,1,2015-07-30,1,2015-09-30,1,2015-09-30,1,1000.0,0.0,1000.0
GENESISCARD,2015-07-05,1,2015-10-06,1,2015-09-13,1,2015-10-06,1,1000.0,0.0,1000.0
XAJIJASPAAR,2015-10-12,1,2015-10-12,1,2015-10-20,1,2015-10-20,0,1000.0,0.0,1000.0
BAZAARCARD,2015-10-21,1,2015-10-22,1,2015-10-29,1,2015-10-29,0,1000.0,0.0,1000.0
ZAIFCARD,2015-10-13,1,2015-10-15,1,2015-11-02,1,2015-11-02,0,1000.0,0.0,1000.0
BLOCKSIZECD,2015-08-27,1,2015-08-28,1,2015-11-03,1,2015-11-03,0,300.0,0.0,300.0
GOXCARD,2015-10-28,1,2015-10-28,1,2015-11-04,1,2015-11-04,0,1200.0,0.0,1200.0
MINERCARD,2015-11-04,1,2015-11-04,1,2015-11-10,1,2015-11-10,0,1200.0,0.0,1200.0
BEARWHALECD,2015-07-24,1,2015-10-01,1,2015-11-11,1,2015-11-11,0,3000.0,2570.0,430.0
XAJIARKETAAR,2015-10-26,1,2015-10-27,1,2015-11-12,1,2015-11-12,0,700.0,0.0,700.0
CARDAUGUR,2015-10-23,1,2015-11-12,1,2015-11-13,1,2015-11-13,0,1200.0,0.0,1200.0
BCYDRAGON,2015-11-16,1,2015-11-16,1,2015-11-19,1,2015-11-19,0,300.0,0.0,300.0
LTBCARD,2015-10-06,1,2015-10-06,1,2015-11-20,1,2015-11-20,0,1000.0,0.0,1000.0
XAJIBASILAAR,2015-10-12,1,2015-10-12,1,2015-11-20,1,2015-11-20,0,2000.0,0.0,2000.0
CARDASTEMA,2015-11-23,1,2015-11-24,1,2015-12-15,1,2015-12-15,0,1200.0,0.0,1200.0
SAPPHIRECARD,2015-12-10,1,2015-12-10,1,2015-12-16,1,2015-12-16,0,800.0,0.0,800.0
DOGECOINCARD,2015-12-07,1,2015-12-08,1,2015-12-21,1,2015-12-21,0,1200.0,0.0,1200.0
RUBYCARD,2015-12-10,1,2015-12-22,1,2015-12-27,1,2015-12-27,0,800.0,0.0,800.0
CARDAIRBITZ,2015-10-23,1,2015-12-01,1,2015-12-28,1,2015-12-28,0,1200.0,0.0,1200.0
LECHAT,2015-12-19,1,2015-12-30,1,2015-12-30,1,2015-12-30,1,1000.0,0.0,1000.0
WAGATECARD,2015-12-10,1,2015-12-31,1,2016-01-01,1,2016-01-01,0,800.0,0.0,800.0
EMERALDCARD,2015-12-10,1,2016-01-05,1,2016-01-08,1,2016-01-08,0,800.0,0.0,800.0
XAJIBOSS,2015-11-26,1,2015-11-27,1,2016-01-12,1,2016-01-12,0,300.0,0.0,300.0
SGDARKNESS,2015-12-10,1,2015-12-15,1,2016-01-12,1,2016-01-12,0,600.0,0.0,600.0
XAJIYEREMAAR,2015-11-02,1,2015-11-03,1,2016-01-13,1,2016-01-13,0,600.0,0.0,600.0
BTCDRAGONCD,2015-11-16,1,2015-11-16,1,2016-01-13,1,2016-01-13,0,800.0,0.0,800.0
XAJIBESAAR,2015-10-12,1,2015-10-12,1,2016-01-14,1,2016-01-14,0,500.0,0.0,500.0
WHEREBCYCARD,2015-10-23,1,2016-01-21,1,2016-01-22,1,2016-01-22,0,700.0,0.0,700.0
GOBLINCARD,2016-01-27,1,2016-01-27,1,2016-01-29,1,2016-01-29,0,1200.0,0.0,1200.0
CARDAMBER,2015-12-10,1,2016-01-12,1,2016-02-06,1,2016-02-06,0,800.0,0.0,800.0
SATOSHILITE,2016-02-03,1,2016-02-04,1,2016-02-10,1,2016-02-10,0,500.0,0.0,500.0
SAYOSIATAX,2016-02-11,1,2016-02-11,1,2016-02-15,1,2016-02-15,0,1200.0,0.0,1200.0
TALISMANCARD,2015-12-02,1,2015-12-03,1,2016-02-21,1,2016-02-21,0,400.0,0.0,400.0
DARYENCARD,2016-02-18,1,2016-03-01,1,2016-02-21,1,2016-03-01,0,1000.0,0.0,1000.0
LTCDRAGON,2016-03-02,1,2016-03-02,1,2016-03-13,1,2016-03-13,0,1000.0,0.0,1000.0
BLOCKTRAILCD,2015-12-10,1,2015-12-23,1,2016-03-17,1,2016-03-17,0,1200.0,0.0,1200.0
SHIELDWALLCD,2016-03-15,1,2016-03-15,1,2016-03-21,1,2016-03-21,0,700.0,0.0,700.0
HORIEMONCARD,2016-03-18,1,2016-03-21,1,2016-03-18,1,2016-03-21,1,1000.0,0.0,1000.0
MAPPYCARD,2016-03-21,1,2016-03-21,1,2016-03-22,1,2016-03-22,1,100.0,0.0,100.0
COINOFLITECD,2016-03-15,1,2016-03-15,1,2016-04-06,1,2016-04-06,0,1000.0,0.0,1000.0
MAIDSAFECD,2016-04-05,1,2016-04-05,1,2016-04-14,1,2016-04-14,0,700.0,0.0,700.0
SHOPKEEPERCD,2016-04-13,1,2016-04-14,1,2016-04-21,1,2016-04-21,0,2000.0,0.0,2000.0
BITSHARESCD,2016-04-18,1,2016-04-19,1,2016-04-21,1,2016-04-21,0,1200.0,0.0,1200.0
SADICARD,2016-05-09,1,2016-05-10,1,2016-05-16,1,2016-05-16,0,600.0,0.0,600.0
DASHCD,2016-05-13,1,2016-05-13,1,2016-05-21,1,2016-05-21,0,1200.0,0.0,1200.0
CCMCARD,2016-05-13,1,2016-05-13,1,2016-05-22,1,2016-05-22,0,300.0,0.0,300.0
FLYINGBLAZE,2016-05-23,1,2016-05-23,1,2016-05-27,1,2016-05-27,0,1000.0,0.0,1000.0
XPLDNBTCCRD,2016-05-13,1,2016-05-13,1,2016-06-04,1,2016-06-04,1,850.0,0.0,850.0
XULNOCCARD,2016-06-08,1,2016-06-08,1,2016-06-11,1,2016-06-11,0,800.0,0.0,800.0
DAOSOGCARD,2016-06-15,1,2016-06-16,1,2016-06-16,1,2016-06-16,0,600.0,0.0,600.0
TROLLSCLUBCD,2016-07-12,1,2016-07-12,1,2016-07-19,1,2016-07-19,0,1200.0,0.0,1200.0
EDSCARD,2016-06-29,1,2016-06-30,1,2016-07-24,1,2016-07-24,0,600.0,0.0,600.0
BOBC,2016-07-23,1,2016-07-24,1,2016-07-25,1,2016-07-25,1,1005.0,0.0,1005.0
MAYALCARD,2016-05-30,1,2016-05-30,1,2016-08-06,1,2016-08-06,0,400.0,0.0,400.0
NEMCARD,2016-08-02,1,2016-08-02,1,2016-08-07,1,2016-08-07,0,2000.0,0.0,2000.0
KRAKENCARD,2016-07-19,1,2016-07-19,1,2016-08-18,1,2016-08-18,0,800.0,0.0,800.0
VANBEXCARD,2016-07-05,1,2016-07-05,1,2016-08-20,1,2016-08-20,0,600.0,0.0,600.0
SORCERESSCD,2016-08-10,1,2016-08-10,1,2016-08-20,1,2016-08-20,0,1200.0,0.0,1200.0
GNOMECARD,2016-06-22,1,2016-06-22,1,2016-08-21,1,2016-08-21,0,2000.0,0.0,2000.0
HARPIESCARD,2016-08-24,1,2016-08-24,1,2016-08-25,1,2016-08-25,0,800.0,0.0,800.0
OSUSHI,2016-06-03,1,2016-09-02,1,2016-06-10,1,2016-09-02,1,3000.0,0.0,3000.0
TREZORCD,2016-08-24,1,2016-08-24,1,2016-09-02,1,2016-09-02,0,600.0,0.0,600.0
KEEPKEYCARD,2016-05-02,1,2016-05-02,1,2016-09-08,1,2016-09-08,0,800.0,0.0,800.0
WEASELCARD,2016-08-30,1,2016-08-30,1,2016-09-08,1,2016-09-08,0,1000.0,0.0,1000.0
RAREPEPE,2016-09-09,1,2016-09-09,1,2016-09-09,1,2016-09-09,0,300.0,0.0,300.0
SHITCOINCARD,2016-09-10,1,2016-09-10,1,2016-09-11,1,2016-09-11,0,3000.0,0.0,3000.0
GOXPEPE,2016-09-13,1,2016-09-13,1,2016-09-13,1,2016-09-13,0,1500.0,0.0,1500.0
GURUPEPE,2016-09-14,1,2016-09-14,1,2016-09-14,1,2016-09-14,0,999.0,0.0,999.0
DANKPEPE,2016-09-13,1,2016-09-14,1,2016-09-16,1,2016-09-16,0,420.0,0.0,420.0
PEPEPARTY,2016-09-16,1,2016-09-16,1,2016-09-17,1,2016-09-17,0,1000.0,0.0,1000.0
SLACKCARD,2016-09-14,1,2016-09-14,1,2016-09-18,1,2016-09-18,0,1200.0,0.0,1200.0
BUPEPE,2016-09-16,1,2016-09-18,1,2016-09-18,1,2016-09-18,0,1000.0,0.0,1000.0
KARPEPELES,2016-09-13,1,2016-09-13,1,2016-09-19,1,2016-09-19,0,650.0,0.0,650.0
LOVEPEPETATO,2016-09-19,1,2016-09-19,1,2016-09-19,1,2016-09-19,0,100.0,0.0,100.0
WEASELSCARD,2016-07-26,1,2016-07-26,1,2016-09-20,1,2016-09-20,0,1000.0,0.0,1000.0
STILLPEPE,2016-09-17,1,2016-09-17,1,2016-09-22,1,2016-09-22,0,500.0,0.0,500.0
WAVESCARD,2016-09-21,1,2016-09-21,1,2016-09-23,1,2016-09-23,0,800.0,0.0,800.0
PEPETRATION,2016-09-17,1,2016-09-24,1,2016-09-22,1,2016-09-24,1,1000.0,0.0,1000.0
DARKPILLPEPE,2016-09-22,1,2016-09-22,1,2016-09-24,1,2016-09-24,0,29.0,0.0,29.0
PEPEBROS,2016-09-24,1,2016-09-24,1,2016-09-24,1,2016-09-24,0,500.0,0.0,500.0
TLCPEPE,2016-09-13,1,2016-09-25,1,2016-09-25,1,2016-09-25,0,1000.0,0.0,1000.0
TRUMPRARE,2016-09-16,1,2016-09-25,1,2016-09-19,1,2016-09-25,0,400.0,0.0,400.0
KEISERPEPE,2016-09-16,1,2016-09-25,1,2016-09-16,1,2016-09-25,0,999.0,0.0,999.0
CHERPEPEFOIL,2016-09-23,1,2016-09-23,1,2016-09-25,1,2016-09-25,0,50.0,0.0,50.0
DASHPEPE,2016-09-23,1,2016-09-25,1,2016-09-25,1,2016-09-25,0,11.0,0.0,11.0
PEPEVIAGRA,2016-09-24,1,2016-09-25,1,2016-09-25,1,2016-09-25,0,64.0,0.0,64.0
DAOPEPEHACK,2016-09-24,1,2016-09-24,1,2016-09-25,1,2016-09-25,1,666.0,1e-06,665.999999
PEPEGUN,2016-09-25,1,2016-09-25,1,2016-09-25,1,2016-09-25,1,100.0,0.0,100.0
SILKROADPEPE,2016-09-25,1,2016-09-25,1,2016-09-25,1,2016-09-25,0,9.0,0.0,9.0
PEPEBOY,2016-09-25,1,2016-09-25,1,2016-09-25,1,2016-09-25,0,1000.0,0.0,1000.0
HAIRPEPE,2016-09-23,1,2016-09-24,1,2016-09-26,1,2016-09-26,0,1000.0,0.0,1000.0
HARDPEPEFORK,2016-09-25,1,2016-09-26,1,2016-09-26,1,2016-09-26,0,300.0,0.0,300.0
BANEPEPE,2016-09-25,1,2016-09-26,1,2016-09-26,1,2016-09-26,0,1000.0,0.0,1000.0
ONLYONEPEPE,2016-09-25,1,2016-09-25,1,2016-09-26,1,2016-09-26,0,1.0,0.0,1.0
PEPEKACHU,2016-09-26,1,2016-09-26,1,2016-09-26,1,2016-09-26,0,125.0,0.0,125.0
MAGICPEPEYE,2016-09-26,1,2016-09-26,1,2016-09-26,1,2016-09-26,0,300.0,0.0,300.0
UFOPEPE,2016-09-26,1,2016-09-26,1,2016-09-26,1,2016-09-26,0,800.0,0.0,800.0
HERNIAPEPE,2016-09-26,1,2016-09-27,1,2016-09-27,1,2016-09-27,0,115.0,0.0,115.0
IMWITHPEPE,2016-09-26,1,2016-09-27,1,2016-09-27,1,2016-09-27,0,500.0,0.0,500.0
PEPELLUM,2016-09-26,1,2016-09-26,1,2016-09-27,1,2016-09-27,0,98.0,0.0,98.0
JONGPEPE,2016-09-26,1,2016-09-27,1,2016-09-27,1,2016-09-27,0,3.0,0.0,3.0
PEPEMINING,2016-09-27,1,2016-09-27,1,2016-09-27,1,2016-09-27,0,150.0,0.0,150.0
NOFAPPEPE,2016-09-27,1,2016-09-27,1,2016-09-27,1,2016-09-27,0,1000.0,0.0,1000.0
TROUTPEPE,2016-09-27,1,2016-09-27,1,2016-09-27,1,2016-09-27,0,100.0,0.0,100.0
PEPEPOPE,2016-09-27,1,2016-09-27,1,2016-09-27,1,2016-09-27,0,25.0,0.0,25.0
ZETAPEPE,2016-09-27,1,2016-09-27,1,2016-09-27,1,2016-09-27,0,256.0,0.0,256.0
HEISENPEPE,2016-09-23,1,2016-09-26,1,2016-09-28,1,2016-09-28,0,999.0,0.0,999.0
GRIMPEPE,2016-09-27,1,2016-09-27,1,2016-09-28,1,2016-09-28,0,8.0,0.0,8.0
LEOPEPESCAM,2016-09-27,1,2016-09-27,1,2016-09-28,1,2016-09-28,0,717.0,0.0,717.0
RAREMRROBOT,2016-09-27,1,2016-09-27,1,2016-09-28,1,2016-09-28,0,512.0,0.0,512.0
TRIPPYPEPE,2016-09-27,1,2016-09-28,1,2016-09-28,1,2016-09-28,0,125.0,0.0,125.0
PEPEBREEDER,2016-09-28,1,2016-09-28,1,2016-09-28,1,2016-09-28,0,30.0,0.0,30.0
OPPPEPE,2016-09-28,1,2016-09-28,1,2016-09-28,1,2016-09-28,0,300.0,0.0,300.0
HIGHSTAKER,2016-09-28,1,2016-09-28,1,2016-09-28,1,2016-09-28,0,1337.0,0.0,1337.0
PEPELIBRARY,2016-09-28,1,2016-09-28,1,2016-09-28,1,2016-09-28,0,300.0,0.0,300.0
SEAMANPEPE,2016-09-23,1,2016-09-25,1,2016-09-29,1,2016-09-29,0,666.0,0.0,666.0
PEPEGATES,2016-09-26,1,2016-09-28,1,2016-09-29,1,2016-09-29,0,500.0,0.0,500.0
PEPECASTRO,2016-09-26,1,2016-09-28,1,2016-09-29,1,2016-09-29,0,46.0,0.0,46.0
ZEROWINGPEPE,2016-09-27,1,2016-09-27,1,2016-09-29,1,2016-09-29,0,50.0,0.0,50.0
PEPEROSS,2016-09-28,1,2016-09-28,1,2016-09-29,1,2016-09-29,0,50.0,0.0,50.0
BARRYPEPE,2016-09-28,1,2016-09-28,1,2016-09-29,1,2016-09-29,0,21.0,0.0,21.0
BIGVERNPEPE,2016-09-28,1,2016-09-28,1,2016-09-29,1,2016-09-29,0,250.0,0.0,250.0
PEPECRYSTAL,2016-09-28,1,2016-09-28,1,2016-09-29,1,2016-09-29,0,100.0,0.0,100.0
HARAMPEPE,2016-09-28,1,2016-09-28,1,2016-09-29,1,2016-09-29,0,333.0,0.0,333.0
LIAMPEPE,2016-09-29,1,2016-09-29,1,2016-09-29,1,2016-09-29,0,150.0,0.0,150.0
PHEONIXPEPE,2016-09-29,1,2016-09-29,1,2016-09-29,1,2016-09-29,0,100.0,0.0,100.0
PEPELEPEW,2016-09-29,1,2016-09-29,1,2016-09-29,1,2016-09-29,0,50.0,0.0,50.0
JUNSETHPEPE,2016-09-13,1,2016-09-14,1,2016-09-30,1,2016-09-30,0,150.0,0.0,150.0
LORDKEK,2016-09-26,1,2016-09-26,1,2016-09-30,1,2016-09-30,1,10.0,0.0,10.0
PEACOCKCARD,2016-09-26,1,2016-09-26,1,2016-09-30,1,2016-09-30,0,2000.0,0.0,2000.0
DEXTERPEPE,2016-09-29,1,2016-09-29,1,2016-09-30,1,2016-09-30,0,50.0,0.0,50.0
HOMERPEPE,2016-09-29,1,2016-09-29,1,2016-09-30,1,2016-09-30,0,1.0,0.0,1.0
THEARCHIPEPE,2016-09-29,1,2016-09-29,1,2016-09-30,1,2016-09-30,0,100.0,0.0,100.0
RARECOINMEME,2016-09-29,1,2016-09-30,1,2016-09-30,1,2016-09-30,0,30.0,0.0,30.0
PEPEPIZZA,2016-09-29,1,2016-09-29,1,2016-09-30,1,2016-09-30,0,1.0,0.0,1.0
HILLARYPEPE,2016-09-23,1,2016-09-29,1,2016-10-01,1,2016-10-01,0,400.0,0.0,400.0
WINKELPEPE,2016-09-29,1,2016-09-29,1,2016-10-01,1,2016-10-01,0,2.0,0.0,2.0
SCARFACEPEPE,2016-09-22,1,2016-09-25,1,2016-10-02,1,2016-10-02,0,1983.0,0.0,1983.0
TIMETRAVELPP,2016-09-29,1,2016-09-29,1,2016-10-02,1,2016-10-02,0,10.0,0.0,10.0
PEPEPOWERTWO,2016-09-30,1,2016-09-30,1,2016-10-02,1,2016-10-02,0,25.0,0.0,25.0
PEPEGOAT,2016-10-02,1,2016-10-02,1,2016-10-02,1,2016-10-02,0,99.0,0.0,99.0
DABPEPE,2016-10-02,1,2016-10-02,1,2016-10-02,1,2016-10-02,0,2000.0,0.0,2000.0
PTSDPEPE,2016-10-02,1,2016-10-02,1,2016-10-04,1,2016-10-04,0,100.0,0.0,100.0
TECHNOPEPE,2016-10-03,1,2016-10-03,1,2016-10-04,1,2016-10-04,0,13.0,0.0,13.0
WEAREALLPEPE,2016-09-26,1,2016-09-28,1,2016-10-05,1,2016-10-05,0,100.0,0.0,100.0
PUTINPEPE,2016-10-04,1,2016-10-04,1,2016-10-05,1,2016-10-05,0,9.0,0.0,9.0
FSBPUTINPEPE,2016-10-04,1,2016-10-04,1,2016-10-05,1,2016-10-05,0,9.0,0.0,9.0
REDPUTINPEPE,2016-10-04,1,2016-10-04,1,2016-10-05,1,2016-10-05,0,1.0,0.0,1.0
DOGGYPUTIN,2016-10-04,1,2016-10-04,1,2016-10-05,1,2016-10-05,0,9.0,0.0,9.0
TENPINPUTIN,2016-10-04,1,2016-10-04,1,2016-10-05,1,2016-10-05,0,9.0,0.0,9.0
NOFUCKSPUTIN,2016-10-04,1,2016-10-04,1,2016-10-05,1,2016-10-05,0,9.0,0.0,9.0
BITCOINCOMCD,2016-10-03,1,2016-10-03,1,2016-10-06,1,2016-10-06,0,600.0,0.0,600.0
PEPENOPOULOS,2016-10-03,1,2016-10-03,1,2016-10-06,1,2016-10-06,0,1.0,0.0,1.0
MARVINPEPE,2016-10-04,1,2016-10-04,1,2016-10-06,1,2016-10-06,0,42.0,0.0,42.0
SANDWICHPEPE,2016-10-05,1,2016-10-05,1,2016-10-06,1,2016-10-06,0,12.0,0.0,12.0
EYEOFTHEPEPE,2016-09-30,1,2016-10-01,1,2016-10-07,1,2016-10-07,0,20.0,0.0,20.0
JALAPEPE,2016-10-07,1,2016-10-07,1,2016-10-07,1,2016-10-07,0,100.0,0.0,100.0
CIRCLEOFPEPE,2016-10-07,1,2016-10-07,1,2016-10-07,1,2016-10-07,0,100.0,0.0,100.0
PEPEPHONEHOM,2016-10-07,1,2016-10-07,1,2016-10-07,1,2016-10-07,0,100.0,0.0,100.0
INCREDIEPEPE,2016-10-07,1,2016-10-07,1,2016-10-07,1,2016-10-07,0,100.0,0.0,100.0
FORTYTWOPEPE,2016-09-25,1,2016-09-27,1,2016-10-08,1,2016-10-08,0,42.0,0.0,42.0
RAREPEPESS,2016-10-07,1,2016-10-07,1,2016-10-08,1,2016-10-08,0,250.0,0.0,250.0
MORPHEUSPEPE,2016-09-27,1,2016-09-29,1,2016-10-09,1,2016-10-09,0,43.0,0.0,43.0
REPOPEPE,2016-09-29,1,2016-10-05,1,2016-10-09,1,2016-10-09,0,100.0,1.0,99.0
EGGPLANTPEPE,2016-09-29,1,2016-09-29,1,2016-10-09,1,2016-10-09,0,999.0,0.0,999.0
RAIRPEPE,2016-10-06,1,2016-10-06,1,2016-10-09,1,2016-10-09,0,300.0,0.0,300.0
PRIVATEPEPE,2016-10-07,1,2016-10-07,1,2016-10-09,1,2016-10-09,0,100.0,0.0,100.0
JACKPOTPEPE,2016-10-07,1,2016-10-07,1,2016-10-09,1,2016-10-09,0,777.0,0.0,777.0
SALTANDPEPE,2016-10-08,1,2016-10-08,1,2016-10-09,1,2016-10-09,0,100.0,0.0,100.0
MOONPEPE,2016-10-08,1,2016-10-09,1,2016-10-09,1,2016-10-09,0,113.0,0.0,113.0
SADMILKPEPE,2016-10-08,1,2016-10-09,1,2016-10-10,1,2016-10-10,0,133.0,0.0,133.0
ZIKAPEPE,2016-10-09,1,2016-10-09,1,2016-10-10,1,2016-10-10,0,111.0,0.0,111.0
PEPEMILLION,2016-10-02,1,2016-10-02,1,2016-10-11,1,2016-10-11,0,5.0,0.0,5.0
DRATHPEPE,2016-10-07,1,2016-10-07,1,2016-10-11,1,2016-10-11,0,100.0,0.0,100.0
WILDPEPE,2016-10-09,1,2016-10-09,1,2016-10-11,1,2016-10-11,0,1300.0,0.0,1300.0
RAREPEPESHOW,2016-10-09,1,2016-10-10,1,2016-10-11,1,2016-10-11,0,177.0,0.0,177.0
PEPEOFTHEUSA,2016-10-10,1,2016-10-11,1,2016-10-11,1,2016-10-11,0,2016.0,0.0,2016.0
UNLUCKYPEPE,2016-09-23,1,2016-09-25,1,2016-10-12,1,2016-10-12,1,13.0,0.0,13.0
XOBLORTPEPE,2016-09-26,1,2016-09-26,1,2016-10-12,1,2016-10-12,0,300.0,0.0,300.0
GADSDENPEPE,2016-09-30,1,2016-09-30,1,2016-10-12,1,2016-10-12,0,500.0,0.0,500.0
BAPEPE,2016-10-01,1,2016-10-02,1,2016-10-12,1,2016-10-12,0,15.0,0.0,15.0
ZZTOPEPE,2016-10-04,1,2016-10-04,1,2016-10-12,1,2016-10-12,0,5.0,0.0,5.0
SALTYTADPEPE,2016-10-08,1,2016-10-09,1,2016-10-12,1,2016-10-12,0,133.0,0.0,133.0
RPJAILEXIT,2016-10-10,1,2016-10-10,1,2016-10-12,1,2016-10-12,0,1234.0,0.0,1234.0
PEPEINSHADES,2016-10-10,1,2016-10-10,1,2016-10-12,1,2016-10-12,0,151.0,0.0,151.0
BLOCKPEPE,2016-10-11,1,2016-10-11,1,2016-10-12,1,2016-10-12,0,365.0,0.0,365.0
HOTLINEPEPE,2016-10-11,1,2016-10-12,1,2016-10-12,1,2016-10-12,0,2000.0,0.0,2000.0
VERIFIEDPEPE,2016-09-24,1,2016-09-25,1,2016-10-13,1,2016-10-13,0,1000.0,0.0,1000.0
PEPEBEEFTAXI,2016-09-26,1,2016-09-26,1,2016-10-13,1,2016-10-13,0,100.0,0.0,100.0
SPACEDADDY,2016-09-30,1,2016-09-30,1,2016-10-13,1,2016-10-13,0,2024.0,0.0,2024.0
RGBPEPE,2016-10-07,1,2016-10-07,1,2016-10-13,1,2016-10-13,0,1000.0,0.0,1000.0
MARINEPEINE,2016-10-09,1,2016-10-09,1,2016-10-13,1,2016-10-13,0,333.0,0.0,333.0
NICOSARKOS,2016-10-09,1,2016-10-09,1,2016-10-13,1,2016-10-13,0,333.0,0.0,333.0
WANKSYPEPE,2016-10-12,1,2016-10-13,1,2016-10-13,1,2016-10-13,0,1000.0,0.0,1000.0
MONALISAPEPE,2016-10-12,1,2016-10-13,1,2016-10-13,1,2016-10-13,0,100.0,0.0,100.0
PEPEBURGUNDY,2016-10-12,1,2016-10-12,1,2016-10-13,1,2016-10-13,0,100.0,0.0,100.0
PEPESUS,2016-10-13,1,2016-10-13,1,2016-10-13,1,2016-10-13,0,184.0,0.0,184.0
BINARYPEPE,2016-09-29,1,2016-09-29,1,2016-10-14,1,2016-10-14,0,10.0,0.0,10.0
BOMINABLPEPE,2016-10-01,1,2016-10-01,1,2016-10-14,1,2016-10-14,0,20.0,0.0,20.0
TSUPEPE,2016-10-01,1,2016-10-03,1,2016-10-14,1,2016-10-14,0,20.0,0.0,20.0
NEONPEPE,2016-10-07,1,2016-10-09,1,2016-10-14,1,2016-10-14,0,100.0,0.0,100.0
PEPEDANCE,2016-10-12,1,2016-10-12,1,2016-10-14,1,2016-10-14,0,111.0,0.0,111.0
RPSILLYWALK,2016-10-13,1,2016-10-13,1,2016-10-14,1,2016-10-14,0,1000.0,0.0,1000.0
DJPEPE,2016-10-13,1,2016-10-13,1,2016-10-14,1,2016-10-14,0,169.0,0.0,169.0
MCPEPE,2016-10-13,1,2016-10-13,1,2016-10-14,1,2016-10-14,0,169.0,0.0,169.0
PEPEONE,2016-10-13,1,2016-10-13,1,2016-10-14,1,2016-10-14,0,169.0,0.0,169.0
BBOYPEPE,2016-10-13,1,2016-10-13,1,2016-10-14,1,2016-10-14,0,169.0,0.0,169.0
BACHELORPEPE,2016-09-29,1,2016-09-30,1,2016-10-15,1,2016-10-15,0,25.0,0.0,25.0
PEPEKONGBIGM,2016-10-07,1,2016-10-07,1,2016-10-15,1,2016-10-15,0,100.0,0.0,100.0
RPEPEARMANDO,2016-10-08,1,2016-10-09,1,2016-10-15,1,2016-10-15,0,100.0,0.0,100.0
PEPEVIDEODRO,2016-10-14,1,2016-10-14,1,2016-10-15,1,2016-10-15,0,111.0,0.0,111.0
PEPEFETT,2016-10-14,1,2016-10-15,1,2016-10-15,1,2016-10-15,0,100.0,0.0,100.0
HANPEPE,2016-10-14,1,2016-10-15,1,2016-10-15,1,2016-10-15,0,100.0,0.0,100.0
RERERPERP,2016-10-10,1,2016-10-15,1,2016-10-16,1,2016-10-16,0,111.0,0.0,111.0
GODEMPEPE,2016-10-13,1,2016-10-15,1,2016-10-16,1,2016-10-16,0,100.0,0.0,100.0
PEPEPUFF,2016-10-14,1,2016-10-14,1,2016-10-16,1,2016-10-16,0,600.0,0.0,600.0
MISSTURNPEPE,2016-10-14,1,2016-10-14,1,2016-10-16,1,2016-10-16,0,100.0,0.0,100.0
PRINCESSPEPE,2016-10-14,1,2016-10-15,1,2016-10-16,1,2016-10-16,0,100.0,0.0,100.0
GLDPEPE,2016-10-15,1,2016-10-15,1,2016-10-16,1,2016-10-16,0,1250.0,0.0,1250.0
SLVPEPE,2016-10-15,1,2016-10-15,1,2016-10-16,1,2016-10-16,0,1738.0,0.0,1738.0
STRIPERPEPE,2016-10-15,1,2016-10-15,1,2016-10-16,1,2016-10-16,0,300.0,0.0,300.0
RAREPEPEFONZ,2016-10-16,1,2016-10-16,1,2016-10-16,1,2016-10-16,1,1000.0,0.0,1000.0
